0.857858556,-0.800471474,-0.055062619,-0.022762372,-0.926685665,0.10543017,-0.657868607,0.508053461,-0.342348926,-1.132589888,ALLEN PHILLIP K
-1.469785307,-0.273075478,0.215791304,-0.431017878,0.68641985,1.890901436,0.899515939,-2.66844593,-1.298651525,-0.205034041,BADUM JAMES P
0.308619617,-1.339906272,0.581653808,0.170265531,-0.121819826,1.05337276,-0.294998408,-1.453034952,1.52444622,0.365143247,BANNANTINE JAMES M
-0.198114267,2.908200306,0.988184914,0.152702928,-1.229258984,0.810872533,0.641659538,0.152226027,-0.683491324,-0.672101925,BAY FRANKLIN R
-2.099307482,0.478967565,1.771918631,0.150462483,1.90336815,1.282840216,0.466217998,0.839985388,0.849418825,-1.270005244,BAZELIDES PHILIP J
0.696464174,2.23703697,0.003804779,-1.403371576,-0.500677846,-1.637899025,0.58957477,0.172491575,0.751178605,-0.138832085,BECK SALLY W
-0.320255702,-0.766547243,-2.680350728,-0.224172941,0.87122764,-0.375059582,0.00691726,-0.694569262,-1.005689619,-1.66962213,BELDEN TIMOTHY N
-1.536801246,-0.858558012,0.622224967,-1.161064571,-0.013719585,0.00235535,-0.970892229,-1.790573607,-2.588272121,-0.766485715,BERBERIAN DAVID
1.060813189,-0.080492253,0.098749224,0.446457109,0.359189669,0.646353042,-0.289232252,-0.210932107,0.711431543,-0.360909745,BERGSIEKER RICHARD P
-0.152280148,-0.933108683,0.26448324,-1.026198636,1.500617833,0.22318771,-0.177859092,-0.626289044,2.82674718,0.383179469,BHATNAGAR SANJAY
0.989270028,0.263017694,-0.396819412,-0.601090641,0.0764248,0.015388348,-1.381417626,0.588708601,-0.618338846,-0.348879501,BIBI PHILIPPE A
0.257542587,-0.992769404,0.601847078,0.078991293,1.381019943,-0.042912871,-0.627732522,0.389235763,-1.78199852,-0.444489871,BLACHMAN JEREMY M
-0.039512006,1.680220512,0.309958894,-0.362423208,-0.264751163,0.122935936,1.24811164,-0.94676944,-0.308105486,-0.099894665,BLAKE JR. NORMAN P
0.407956753,-1.012124795,-0.627583058,0.098192613,-1.591018228,-1.021498813,0.695625953,0.480129054,0.113568982,-0.624045276,BOWEN JR RAYMOND M
0.550910319,0.447439404,-0.59701985,0.241930938,-1.407996377,-0.025750723,-1.46623873,-1.463608782,1.632202693,-0.304064575,BROWN MICHAEL
0.651839434,0.232849089,-2.113011974,0.743025372,-0.351917478,-0.335029372,1.530450554,1.647672326,-0.882739877,-1.316133499,BUCHANAN HAROLD G
-2.070958464,0.899168805,-1.244991375,-1.166829533,-0.688360756,1.155755492,-1.243800286,2.645624866,-0.582019036,1.024483567,BUTTS ROBERT H
1.178843221,0.196042335,0.794411747,-0.692727858,-0.700863534,-0.453053585,0.091973749,-0.072043542,-0.364453706,0.356136391,BUY RICHARD B
1.100557051,-1.162800058,-1.7958458,1.416502383,0.992686549,0.033025323,-0.574688158,-0.118845092,-0.637494853,-1.559962903,CALGER CHRISTOPHER F
1.257271158,0.265224905,0.207995046,0.471351313,-0.398413592,0.331536197,-0.316693103,-0.220998197,-0.205606545,-0.719929412,CARTER REBECCA C
1.245907135,-0.119395624,0.710600852,-1.292633993,0.126183952,-0.304391307,0.024436511,-0.844767983,0.801163331,0.250967719,CAUSEY RICHARD A
-0.744553547,0.252997355,-1.257582865,-0.821796355,-0.458619804,-0.84202336,-0.297371106,1.852246016,-0.55365553,-0.180032862,CHAN RONNIE
-1.45073305,-1.086885063,1.06129255,-0.167362551,-0.467520868,0.448196945,1.397275274,-1.241203006,0.798839089,2.087581574,CHRISTODOULOU DIOMEDES
0.575131444,-0.809763049,0.367709758,-0.239792847,-0.016726307,-0.689898401,-0.974259285,-0.151831302,0.153391,0.375400063,CLINE KENNETH W
0.936587937,-1.296484081,0.381707192,-0.159720628,-1.245608517,-0.685277032,-0.396876431,0.841089046,0.782714825,-0.479271025,COLWELL WESLEY
0.74343217,-0.403726656,0.550070821,0.012233362,-1.21457306,-0.051072925,-0.145408494,0.617171355,-0.075999014,-1.388729695,CORDES WILLIAM R
